job_id,title,company_id,location,employment_type,seniority_level,remote,description,skills_required,industry,views_count,applicants_count,status,posted_datetime,recruiter_id
102d9c01-3afd-47b3-bee6-e63397ef1c1e,DevOps Engineer,company-0183,Portland, OR,CONTRACT,Director,remote,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,AWS|Terraform|Ansible,Manufacturing,2704,280,closed,2026-03-06 19:45:20,recruiter-00710
48aaf9bc-f023-4b84-967c-aa2b106a9a03,UX Designer,company-0198,Nashville, TN,CONTRACT,Mid-Senior,onsite,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,Kubernetes|Java|Docker|Spring Boot,Consulting,81,177,closed,2026-04-27 18:45:20,recruiter-00143
7630be3a-662b-49c5-aba7-2e033993b913,QA Engineer,company-0064,Atlanta, GA,PART_TIME,Mid-Senior,onsite,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Python|ML|TensorFlow|PyTorch,Energy,4279,22,open,2026-04-09 18:45:20,recruiter-00612
c30f31f1-6cb1-4ace-84e5-78353607175d,Full Stack Engineer,company-0483,Chicago, IL,INTERNSHIP,Associate,remote,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Terraform|GCP|Azure,Manufacturing,4686,117,open,2026-04-16 18:45:20,recruiter-00355
e5f23760-59e9-4c70-a8ae-337f3e65b1d4,Software Engineer,company-0403,Boston, MA,CONTRACT,Mid-Senior,remote,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,Ansible|GCP|Terraform,Transportation,4776,190,open,2026-02-27 19:45:20,recruiter-00258
68aee144-5172-4624-a661-42954e1f5485,DevOps Engineer,company-0137,Miami, FL,INTERNSHIP,Internship,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,TypeScript|Node.js|JavaScript|React,Retail,2182,227,open,2026-02-19 19:45:20,recruiter-00753
b4a25744-2457-40e3-806f-adcae45596f4,ML Engineer,company-0389,Minneapolis, MN,PART_TIME,Director,remote,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Vue|HTML,Finance,3035,204,open,2026-03-15 18:45:20,recruiter-00360
f4db40c1-4f0f-4f2a-ae66-8dbb0c365a1f,DevOps Engineer,company-0191,Atlanta, GA,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,FastAPI|Django,Transportation,2449,86,open,2026-04-01 18:45:20,recruiter-00318
beec7304-8dd8-402f-976f-e222bb2c617f,Data Analyst,company-0093,Portland, OR,PART_TIME,Mid-Senior,onsite,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,Azure|AWS,Manufacturing,1212,175,open,2026-04-04 18:45:20,recruiter-00900
f3d76bcf-c602-4edb-ae9d-0580f8f5e237,UX Designer,company-0409,Los Angeles, CA,PART_TIME,Associate,hybrid,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,FastAPI|Django|Python|PostgreSQL,Education,91,11,open,2026-04-24 18:45:20,recruiter-00473
86f6e334-ef7d-43ff-8570-197abecaaf8c,Android Engineer,company-0322,Nashville, TN,FULL_TIME,Internship,remote,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Technology,2208,177,open,2026-01-31 19:45:20,recruiter-00956
5a927b72-94f9-44e4-88be-9949900f4d2d,UI Designer,company-0292,Remote,PART_TIME,Associate,hybrid,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Terraform|Azure|GCP,Retail,2133,274,closed,2026-04-25 18:45:20,recruiter-00558
b9047b23-dde8-4f9b-b846-e275979232e6,Staff Engineer,company-0265,Remote,PART_TIME,Associate,onsite,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Python|Django,Technology,385,184,open,2026-04-18 18:45:20,recruiter-00516
5ef25b52-52a3-4a3c-8c9b-f785d314285b,Technical Lead,company-0201,Minneapolis, MN,PART_TIME,Mid-Senior,onsite,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,AWS|Kubernetes|gRPC,Manufacturing,823,262,open,2026-04-18 18:45:20,recruiter-00833
0153929f-6a3d-47b3-b3ed-7c3f6b09d991,Data Analyst,company-0350,Minneapolis, MN,PART_TIME,Director,hybrid,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Terraform|GCP|AWS|Azure,Healthcare,4773,64,open,2026-04-16 18:45:20,recruiter-00234
9b87ff1e-bca1-4585-b824-096de2699330,Frontend Engineer,company-0399,Detroit, MI,INTERNSHIP,Mid-Senior,hybrid,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,Kafka|Hadoop|Spark|Scala,Energy,371,10,closed,2026-04-23 18:45:20,recruiter-00206
8b9cddc1-79f6-4e69-b446-4c37724b8ab7,Software Engineer,company-0031,San Francisco, CA,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Media,2854,222,open,2026-04-18 18:45:20,recruiter-00924
72a692b0-f48d-4369-9094-dff7b1febe2c,Sales Engineer,company-0136,Portland, OR,PART_TIME,Associate,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Vue|React,Education,4964,129,open,2026-03-14 18:45:20,recruiter-00357
4fa2cfcf-750d-4c43-889f-4b9afa6395b7,UX Designer,company-0180,San Diego, CA,FULL_TIME,Associate,onsite,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Spring Boot|Docker|Kubernetes,Transportation,685,3,open,2026-04-25 18:45:20,recruiter-00917
8efcbed8-d219-4664-896b-954e8eea9ca5,Marketing Manager,company-0204,San Diego, CA,CONTRACT,Director,hybrid,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,GCP|AWS|Ansible|Terraform,Consulting,1729,119,open,2026-03-13 18:45:20,recruiter-00873
b595d479-6454-4877-bbad-ed591cffa03d,ML Engineer,company-0294,Seattle, WA,CONTRACT,Mid-Senior,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Kubernetes|Spring Boot|Docker,Finance,923,147,open,2026-04-24 18:45:20,recruiter-00306
cc63f4f6-2165-444f-b488-c759a82ffba9,Data Scientist,company-0263,Houston, TX,FULL_TIME,Associate,onsite,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MongoDB|Elasticsearch|Redis,Healthcare,358,245,open,2026-04-10 18:45:20,recruiter-00501
acb466ae-7a97-4c68-a7f1-c1ef3a8c38c3,Software Engineer,company-0448,Chicago, IL,FULL_TIME,Internship,remote,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|Python|PyTorch|ML,Technology,2897,91,open,2026-03-07 19:45:20,recruiter-00935
6852f5cf-ac3c-4c66-a184-f8e7bfd296eb,Sales Engineer,company-0448,Columbus, OH,PART_TIME,Mid-Senior,onsite,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL,Transportation,1658,226,open,2026-03-18 18:45:20,recruiter-00915
5f001f8c-d0e4-4520-949b-9a5b5c24fe68,DevOps Engineer,company-0172,Houston, TX,FULL_TIME,Internship,onsite,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,Hadoop|Scala,Consulting,149,281,open,2026-04-16 18:45:20,recruiter-00035
73355a76-c243-464b-be81-29a69bdff758,UI Designer,company-0452,Houston, TX,CONTRACT,Director,remote,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Kubernetes|Java,Media,1600,173,open,2026-03-03 19:45:20,recruiter-00795
e6006952-84bc-48fd-b22c-bae43c21209a,DevOps Engineer,company-0246,San Francisco, CA,INTERNSHIP,Associate,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow,Manufacturing,144,198,open,2026-04-03 18:45:20,recruiter-00986
1f6930ec-63c0-40e1-bcfd-8ec7e85ae352,ML Engineer,company-0170,Hybrid - Austin,FULL_TIME,Entry,remote,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,MongoDB|MySQL,Retail,2632,291,open,2026-04-12 18:45:20,recruiter-00259
8e84ee68-ae53-4535-b57f-f81f4ef199fd,Data Scientist,company-0036,Boston, MA,INTERNSHIP,Entry,hybrid,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,Scala|Kafka,Media,1563,236,open,2026-03-09 18:45:20,recruiter-00086
5130e1ec-ca35-4229-8b36-d5505f0a45a6,Platform Engineer,company-0279,Los Angeles, CA,INTERNSHIP,Entry,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow|PyTorch,Retail,3448,289,open,2026-04-14 18:45:20,recruiter-00217
348183de-bc6b-4011-924e-1fe3ebffc8a0,iOS Engineer,company-0167,Seattle, WA,CONTRACT,Mid-Senior,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,AWS|Terraform|GCP,Healthcare,3508,195,open,2026-03-24 18:45:20,recruiter-00626
d8257afe-8a23-4ac0-bab4-c0698d85c8f7,Cloud Architect,company-0237,New York, NY,FULL_TIME,Mid-Senior,remote,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,HTML|UX|CSS,Manufacturing,1364,202,closed,2026-02-21 19:45:20,recruiter-00598
7b4db084-29f0-42fb-9a9d-3bcc70562cae,Data Analyst,company-0259,Hybrid - San Francisco,INTERNSHIP,Internship,hybrid,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,React|JavaScript|TypeScript|Node.js,Education,4576,58,open,2026-02-07 19:45:20,recruiter-00274
9d9905c4-071f-4b1c-b43c-3fcc6644b170,Software Engineer,company-0245,Miami, FL,PART_TIME,Mid-Senior,hybrid,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Django|PostgreSQL|Python|FastAPI,Finance,89,135,open,2026-04-14 18:45:20,recruiter-00501
fc934586-7e6e-41bc-a33d-4497866b29f7,Sales Engineer,company-0262,Hybrid - San Francisco,INTERNSHIP,Associate,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Kubernetes|Go|AWS,Healthcare,552,194,open,2026-02-19 19:45:20,recruiter-00724
96babe7b-ebf8-4583-b358-c9e191b313ed,Solutions Architect,company-0211,Dallas, TX,INTERNSHIP,Director,hybrid,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,UX|React,Manufacturing,4348,13,open,2026-04-25 18:45:20,recruiter-00373
98f49243-3ff2-4671-82bf-fea5d2a982f7,Platform Engineer,company-0095,Chicago, IL,FULL_TIME,Director,hybrid,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,React|JavaScript|TypeScript|Node.js,Retail,1114,271,open,2026-02-15 19:45:20,recruiter-00114
3f5a1f93-14b6-4042-a7c5-3a13923b205d,Data Analyst,company-0323,Austin, TX,FULL_TIME,Director,onsite,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,CSS|React|Vue|UX,Finance,3402,32,open,2026-04-19 18:45:20,recruiter-00906
a8dbcbb8-7aeb-4ace-a4c8-8bded9b48993,Data Analyst,company-0264,San Diego, CA,FULL_TIME,Director,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,React|TypeScript|Node.js|JavaScript,Education,4475,111,open,2026-03-05 19:45:20,recruiter-00742
7256d3fe-4592-40f2-b1d8-a0e7bfe411bd,Product Manager,company-0343,Remote,CONTRACT,Internship,hybrid,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,Vue|React,Consulting,666,140,open,2026-02-22 19:45:20,recruiter-00446
95eef041-be4f-4de3-9215-68f009a25ed3,Software Engineer,company-0189,Houston, TX,CONTRACT,Associate,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Terraform|GCP|Azure,Technology,2293,143,open,2026-04-18 18:45:20,recruiter-00605
2cbb6ae9-1b25-4ef0-b0df-69fa266657bb,Backend Engineer,company-0084,Miami, FL,PART_TIME,Associate,remote,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,GCP|AWS|Ansible,Transportation,3075,280,open,2026-03-18 18:45:20,recruiter-00076
c3af0398-2978-4425-880f-ec3dc12ed344,Site Reliability Engineer,company-0044,Nashville, TN,PART_TIME,Internship,hybrid,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust,Media,2620,2,open,2026-02-12 19:45:20,recruiter-00270
74768ba8-8cdd-4d2a-a6a1-23d9c2ac57d8,Data Analyst,company-0185,Denver, CO,FULL_TIME,Entry,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot|Kubernetes,Transportation,3530,16,open,2026-03-15 18:45:20,recruiter-00654
823cefa8-b28a-4fa1-b775-c7649f909a44,Data Analyst,company-0080,Dallas, TX,PART_TIME,Mid-Senior,hybrid,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,C++|Systems Programming,Technology,4624,135,open,2026-04-09 18:45:20,recruiter-00820
9d1c8b96-6698-4cce-bd09-4f036d56d8ba,Solutions Architect,company-0387,Denver, CO,PART_TIME,Director,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript,Retail,502,112,open,2026-04-27 18:45:20,recruiter-00357
cfbba17d-f06f-4e55-8bc3-915043de19a1,Site Reliability Engineer,company-0337,Remote,INTERNSHIP,Entry,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Python|TensorFlow|ML|PyTorch,Finance,4871,140,open,2026-03-05 19:45:20,recruiter-00964
683b4ce7-3def-4f8d-9703-e70628f10b88,Senior Software Engineer,company-0423,Hybrid - Austin,INTERNSHIP,Internship,remote,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,AWS|Terraform,Consulting,2223,43,open,2026-03-11 18:45:20,recruiter-00951
ef359caa-ef84-4f3b-b525-c891d6a7eaf8,Marketing Manager,company-0073,Hybrid - New York,PART_TIME,Entry,onsite,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,React|Vue|CSS|UX,Transportation,1132,235,open,2026-01-27 19:45:20,recruiter-00813
550d3112-a7f1-4359-ba6e-829078a711db,Marketing Manager,company-0408,New York, NY,FULL_TIME,Internship,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Terraform|AWS|Ansible,Energy,3407,221,open,2026-03-01 19:45:20,recruiter-00565
00865652-275e-45e5-9adb-d53684a12314,Data Scientist,company-0189,Detroit, MI,INTERNSHIP,Entry,hybrid,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,ML|PyTorch|TensorFlow,Consulting,2978,230,open,2026-02-24 19:45:20,recruiter-00068
9303ad5a-b7d4-4a48-9d8e-3d6b708adf01,Data Analyst,company-0387,Boston, MA,INTERNSHIP,Internship,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Spark|Kafka|Scala,Consulting,3620,41,open,2026-03-14 18:45:20,recruiter-00503
ab3135c1-f666-4d2b-be27-2d4d51d69ca3,Staff Engineer,company-0453,Phoenix, AZ,CONTRACT,Director,remote,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,Rust|Systems Programming|C++,Media,3529,246,open,2026-03-25 18:45:20,recruiter-00645
cd86e183-6a00-4817-a6c0-62156c814e5d,Frontend Engineer,company-0119,Remote,INTERNSHIP,Associate,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Postgres|Elasticsearch,Healthcare,2388,243,open,2026-02-21 19:45:20,recruiter-00023
b85d60b6-1699-442b-aa40-98195d0a4de5,Software Engineer,company-0331,Hybrid - San Francisco,CONTRACT,Entry,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Kafka|Spark|Scala|Hadoop,Energy,4084,235,open,2026-02-09 19:45:20,recruiter-00031
0c0a4270-53a5-40e2-bda1-545a855f0ff9,Security Engineer,company-0287,Nashville, TN,CONTRACT,Entry,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow|PyTorch|Python,Consulting,681,265,open,2026-04-03 18:45:20,recruiter-00855
05a58b8f-fda9-4473-a89c-b3c7e9d2ad6c,Site Reliability Engineer,company-0078,Detroit, MI,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Django|FastAPI|Python,Media,1275,2,open,2026-03-01 19:45:20,recruiter-00242
2e5895b4-0a03-424c-97f4-77f0b1104317,iOS Engineer,company-0004,Minneapolis, MN,FULL_TIME,Internship,onsite,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Retail,2875,14,open,2026-01-28 19:45:20,recruiter-00738
397b065b-2651-42c3-8958-d040cdc85c4f,ML Engineer,company-0400,Minneapolis, MN,INTERNSHIP,Internship,remote,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Vue|CSS|UX,Energy,2362,36,open,2026-04-17 18:45:20,recruiter-00871
c995e085-6d64-40b4-b73e-e8925dea701a,Technical Lead,company-0262,San Diego, CA,PART_TIME,Associate,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|TypeScript|React|Node.js,Media,4738,54,closed,2026-04-15 18:45:20,recruiter-00286
5cc04bb4-711b-413d-8faf-0cb508854385,Product Manager,company-0038,Columbus, OH,INTERNSHIP,Director,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,ML|Python,Media,1222,123,open,2026-02-23 19:45:20,recruiter-00774
9b29a8ca-955e-4ab4-8076-af5455383960,Senior Software Engineer,company-0068,San Francisco, CA,INTERNSHIP,Associate,hybrid,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Kafka|Hadoop,Healthcare,1853,141,open,2026-02-27 19:45:20,recruiter-00167
db3b3932-4a8c-4df3-9340-1d4c53c5b79c,Marketing Manager,company-0180,Detroit, MI,FULL_TIME,Associate,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Kubernetes|Java|Spring Boot|Docker,Healthcare,1561,227,open,2026-01-27 19:45:20,recruiter-00291
b91ad104-2eb8-4367-9668-bab6422643a0,Platform Engineer,company-0409,San Jose, CA,INTERNSHIP,Director,remote,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL,Media,1259,289,closed,2026-03-31 18:45:20,recruiter-00959
318e5ba5-cbdb-4d35-a779-81aeda58a510,DevOps Engineer,company-0203,Hybrid - Austin,INTERNSHIP,Mid-Senior,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|FastAPI|Python,Technology,2525,164,open,2026-03-28 18:45:20,recruiter-00385
9b29ea0a-9fe1-40ce-bff8-21c983f5ec62,UX Designer,company-0263,Miami, FL,CONTRACT,Associate,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Vue|CSS|React|HTML,Media,3595,70,open,2026-03-23 18:45:20,recruiter-00761
4f9c0b4a-beb7-467b-b6fe-0a68f480bc29,Business Analyst,company-0425,Miami, FL,INTERNSHIP,Mid-Senior,hybrid,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Redis|Postgres|Elasticsearch,Media,1276,139,open,2026-02-07 19:45:20,recruiter-00069
aac003ea-4591-4f70-9649-5558aa333fdc,Technical Lead,company-0478,Austin, TX,PART_TIME,Mid-Senior,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Vue|CSS|React|HTML,Technology,1015,146,open,2026-03-28 18:45:20,recruiter-00014
04d669d5-efe0-44ef-9c23-bc7f6b429b5b,Site Reliability Engineer,company-0437,Denver, CO,CONTRACT,Associate,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,C++|Systems Programming|Rust,Manufacturing,3810,61,open,2026-02-18 19:45:20,recruiter-00501
d926a547-5780-4b0c-81b2-bc432599578b,Infrastructure Engineer,company-0107,Austin, TX,PART_TIME,Entry,hybrid,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript|React|Node.js,Technology,3220,270,open,2026-04-01 18:45:20,recruiter-00406
581d3fdd-706b-4b86-8143-f7fce5bc129c,Product Designer,company-0016,Detroit, MI,FULL_TIME,Internship,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,AWS|GCP|Ansible|Terraform,Energy,4966,236,closed,2026-02-08 19:45:20,recruiter-00463
361453cf-8dca-47bb-bb7d-fe466b0d206d,DevOps Engineer,company-0066,Phoenix, AZ,FULL_TIME,Director,remote,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MongoDB|Elasticsearch,Healthcare,896,218,open,2026-02-08 19:45:20,recruiter-00713
9e95f780-95ef-4dfb-9a5c-46f3d731ccc4,Solutions Architect,company-0382,Columbus, OH,CONTRACT,Mid-Senior,remote,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,Azure|Terraform|GCP,Energy,4744,102,open,2026-04-21 18:45:20,recruiter-00858
1b70b0f5-c470-4965-8a1e-7de0def05dd0,Product Manager,company-0102,Austin, TX,FULL_TIME,Mid-Senior,remote,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Spring Boot|Docker|Java,Technology,4363,218,open,2026-02-18 19:45:20,recruiter-00741
e364cd5b-533d-4102-829e-c3e7b59f898a,Staff Engineer,company-0034,Hybrid - San Francisco,FULL_TIME,Entry,hybrid,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,React|TypeScript,Transportation,2534,134,open,2026-02-08 19:45:20,recruiter-00725
0a3b8d1f-b0f9-430f-b0f7-d58bcd4d600e,Product Designer,company-0411,Dallas, TX,FULL_TIME,Internship,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript|React|Node.js,Energy,3915,70,open,2026-03-31 18:45:20,recruiter-00703
bbd333b9-5a27-49b3-bdac-b1e31dcfae22,Product Manager,company-0057,San Diego, CA,PART_TIME,Director,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript|React,Finance,3276,212,open,2026-04-12 18:45:20,recruiter-00447
089f49ec-2dc1-48b2-8147-7f8ae57785e1,Product Designer,company-0138,Hybrid - Austin,CONTRACT,Entry,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Hadoop|Spark,Transportation,2926,250,open,2026-03-10 18:45:20,recruiter-00077
37c6b628-8c14-4b79-b100-07fbc500fab5,Infrastructure Engineer,company-0334,Austin, TX,PART_TIME,Entry,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Terraform|AWS,Education,3181,225,open,2026-02-02 19:45:20,recruiter-00206
ae1cbdc1-6125-40ca-aa26-aa44a0aff1b8,Solutions Architect,company-0185,Portland, OR,INTERNSHIP,Internship,remote,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,GCP|Terraform|Ansible,Energy,3905,8,open,2026-01-27 19:45:20,recruiter-00157
15d333cb-ab5b-463b-b9bb-07ab22f09548,Site Reliability Engineer,company-0222,Miami, FL,FULL_TIME,Mid-Senior,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,TensorFlow|Python|ML,Retail,3799,224,open,2026-04-22 18:45:20,recruiter-00730
6500f9c3-8554-4e40-899e-e08b0c648e31,Marketing Manager,company-0054,Houston, TX,INTERNSHIP,Entry,hybrid,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|FastAPI,Media,66,268,closed,2026-03-20 18:45:20,recruiter-00559
1d60d766-ba53-46c2-bf56-c3288e7f4cbb,Data Engineer,company-0247,San Jose, CA,FULL_TIME,Internship,onsite,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,Spring Boot|Docker,Manufacturing,4869,88,open,2026-03-10 18:45:20,recruiter-00545
0b9fc661-78e5-46ae-9b42-183970de25d7,Engineering Manager,company-0105,Dallas, TX,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|Python|ML|PyTorch,Manufacturing,158,48,open,2026-03-05 19:45:20,recruiter-00429
7e1e2d2a-0a1a-4589-ba1d-91eb9b8ead64,Product Manager,company-0225,Portland, OR,CONTRACT,Mid-Senior,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow,Consulting,3135,39,open,2026-03-04 19:45:20,recruiter-00998
65be12d3-c51f-472f-831d-d285cf412c9c,Android Engineer,company-0119,San Jose, CA,CONTRACT,Director,remote,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Terraform|AWS|GCP,Finance,861,259,closed,2026-04-27 18:45:20,recruiter-00293
9dfa36b9-bdb3-4f37-babd-cfde49a5c2bc,Business Analyst,company-0374,Austin, TX,INTERNSHIP,Director,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Kubernetes|Spring Boot,Technology,3156,261,open,2026-04-25 18:45:20,recruiter-00940
9add9427-a005-488d-a3c8-b1677ace565a,Platform Engineer,company-0219,Denver, CO,PART_TIME,Associate,remote,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,TypeScript|Node.js|React,Transportation,4460,125,open,2026-03-21 18:45:20,recruiter-00187
c5afa30a-d8aa-40be-b280-b91334b38685,Full Stack Engineer,company-0265,Seattle, WA,PART_TIME,Mid-Senior,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,MongoDB|Postgres|MySQL|Redis,Media,2892,247,open,2026-04-09 18:45:20,recruiter-00822
6b756b1b-4a79-4476-a0c1-f611ada3f0c6,UX Designer,company-0031,Chicago, IL,CONTRACT,Associate,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,TypeScript|React|JavaScript,Media,2314,40,open,2026-02-26 19:45:20,recruiter-00952
1c414aa9-aefb-4c62-b185-697bee20ac91,iOS Engineer,company-0434,San Diego, CA,PART_TIME,Mid-Senior,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Azure|AWS,Finance,1531,183,open,2026-02-09 19:45:20,recruiter-00883
f0495ca2-2a3f-43e7-b4c5-cd616d521935,Backend Engineer,company-0258,Chicago, IL,INTERNSHIP,Internship,hybrid,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Elasticsearch|Postgres,Technology,2792,233,open,2026-03-27 18:45:20,recruiter-00227
b262164f-c898-4e2a-a22f-4bbe7bebfe92,Platform Engineer,company-0278,Detroit, MI,INTERNSHIP,Director,hybrid,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Systems Programming|Rust|C++,Energy,2545,67,open,2026-04-19 18:45:20,recruiter-00354
2efca245-20a5-485e-a8be-967b3654d937,DevOps Engineer,company-0383,New York, NY,PART_TIME,Director,remote,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,AWS|Azure,Media,2018,53,open,2026-03-27 18:45:20,recruiter-00258
ed282974-5c50-4981-86d1-5abf9db3c608,Solutions Architect,company-0407,Hybrid - Seattle,PART_TIME,Director,remote,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Media,1212,50,open,2026-03-01 19:45:20,recruiter-00811
